id,idProject,testCase,EagerTest,MysteryGuest,ResourceOptimism,TestRedundancy
35315,30.0_joda-time,org.joda.time.field.testmillisdurationfield.test_getvalue_long_long,0.0,0.0,0.0,0.0
1013,29.0_c2mon,cern.c2mon.daq.common.impl.equipmentmessagesendertest.testsendtagfilteredtwicesamevaluesbutdiffvaluedesc,0.0,0.0,0.0,0.0
21049,4.0_hdoop,org.apache.hadoop.hdfs.server.federation.metrics.testfederationmetrics.testnameservicestatsdatasource,1.0,0.0,0.0,0.0
4528,18.0_admiral,com.vmware.admiral.adapter.kubernetes.service.kubernetescontainerstatemappertest.testcorrectparsememt,0.0,0.0,0.0,0.0
31038,4.0_hdoop,org.apache.hadoop.service.testcompositeservice.testservicestartup,1.0,0.0,0.0,0.0
41006,45.0_hbase,org.apache.hadoop.hbase.quotas.policies.testnoinsertsviolationpolicyenforcement.testcheckappend,0.0,0.0,0.0,0.0
1208,29.0_c2mon,cern.c2mon.shared.common.type.typeconvertertest.testexceptiontodoublecastexception,0.0,0.0,0.0,0.0
20421,4.0_hdoop,org.apache.hadoop.hdfs.server.datanode.testdirectoryscanner.testretainblockonpersistentstorage,0.0,1.0,1.0,0.0
17163,21.0_incubator-dubbo,org.apache.dubbo.common.utils.namedthreadfactorytest.testnewthread,0.0,0.0,0.0,0.0
17555,21.0_incubator-dubbo,org.apache.dubbo.rpc.filter.tps.statitemtest.testisallowable,0.0,0.0,0.0,0.0
37092,45.0_hbase,org.apache.hadoop.hbase.testcellutil.testclonecellfieldsfrombytebufferedcell,1.0,0.0,0.0,0.0
38870,45.0_hbase,org.apache.hadoop.hbase.replication.testreplicationendpoint.testwalentryfilteraddvalidation,0.0,0.0,0.0,0.0
13503,15.0_wro4j,ro.isdc.wro.model.resource.locator.wildcard.testdefaultwildcardstreamlocator.testwildcardpresent3,0.0,0.0,0.0,0.0
18436,58.0_esper,com.espertech.esper.common.internal.view.prior.testprioreventbuffersingle.assertevents3and4,0.0,0.0,0.0,0.0
31066,4.0_hdoop,org.apache.hadoop.service.testcompositeservice.testaddstoppedchildinstart,0.0,0.0,0.0,0.0
16318,21.0_incubator-dubbo,org.apache.dubbo.config.moduleconfigtest.testversion,0.0,0.0,0.0,0.0
24993,4.0_hdoop,org.apache.hadoop.yarn.server.metrics.testamrmclientrelayermetrics.testgpending,0.0,0.0,0.0,0.0
38974,45.0_hbase,org.apache.hadoop.hbase.regionserver.testmetricsregionserver.testpausemonitor,1.0,0.0,0.0,0.0
45583,71.0_spring-ws,org.springframework.ws.transport.xmpp.support.xmppconnectionfactorybeantest.nohost,0.0,0.0,0.0,0.0
49942,5.0_jfreechart,org.jfree.data.xy.xyseriestest.testgetminx,0.0,0.0,0.0,0.0
22205,4.0_hdoop,org.apache.hadoop.hdfs.qjournal.client.testquorumjournalmanager.testoutofsyncatbeginningofsegment1,0.0,0.0,0.0,0.0
9793,57.0_riptide,org.zalando.riptide.spring.timespantest.shouldfailonunsupportedtimespanformat,0.0,0.0,0.0,0.0
2181,47.0_rxjava2-extras,com.github.davidmoten.rx2.internal.flowable.flowablecollectwhiletest.testaddthrows,0.0,0.0,0.0,0.0
25136,4.0_hdoop,org.apache.hadoop.yarn.server.applicationhistoryservice.webapp.testahswebservices.testcontainerlogsmetaforfinishedapps,0.0,0.0,0.0,0.0
41779,16.0_pippo,ro.pippo.pac4j.pippowebcontexttest.shouldgetserverportfromunderlyingrequest,0.0,0.0,0.0,0.0
48863,5.0_jfreechart,org.jfree.chart.needle.windneedletest.testcloning,0.0,0.0,0.0,0.0
34614,30.0_joda-time,org.joda.time.chrono.testcopticchronology.testfactoryutc,0.0,0.0,0.0,0.0
24477,4.0_hdoop,org.apache.hadoop.yarn.server.nodemanager.containermanager.linux.resources.testnetworkpackettagginghandlerimpl.testlifecycle,1.0,0.0,0.0,0.0
9111,27.0_querydsl,com.querydsl.core.util.arrayutilstest.test,0.0,0.0,0.0,0.0
29834,4.0_hdoop,org.apache.hadoop.util.testcrccomposer.testupdatebytearraylengthunalignedwithcrcsize,0.0,0.0,0.0,0.0
21017,4.0_hdoop,org.apache.hadoop.hdfs.server.federation.router.testconnectionmanager.testvalidclientindex,1.0,0.0,0.0,0.0
26261,4.0_hdoop,org.apache.hadoop.yarn.server.resourcemanager.scheduler.fair.testfairschedulerconfiguration.testparseresourceconfigvalue,1.0,0.0,0.0,0.0
8424,27.0_querydsl,com.querydsl.lucene4.lucenequerytest.list_sorted_ascending_by_year_offset_2,0.0,0.0,0.0,0.0
34704,30.0_joda-time,org.joda.time.convert.testnullconverter.testtostring,0.0,0.0,0.0,0.0
40073,45.0_hbase,org.apache.hadoop.hbase.quotas.testfilesystemutilizationchore.testnoonlineregions,1.0,0.0,0.0,0.0
29640,4.0_hdoop,org.apache.hadoop.util.testfilebasediplist.testsubnetsandips,0.0,0.0,0.0,0.0
25048,4.0_hdoop,org.apache.hadoop.yarn.server.applicationhistoryservice.testapplicationhistorymanagerontimelinestore.testgetapplicationreportwithnotattempt,0.0,0.0,0.0,0.0
8252,27.0_querydsl,com.querydsl.sql.types.jsr310offsetdatetimetypetest.get,0.0,0.0,0.0,0.0
18895,4.0_hdoop,org.apache.hadoop.hdfs.nfs.testmountd.teststart,0.0,0.0,0.0,0.0
43838,17.0_fastjson,com.alibaba.json.bvt.parser.defaultextjsonparser_parsearray.test_3,0.0,0.0,0.0,0.0
12125,15.0_wro4j,ro.isdc.wro.extensions.support.lint.testresourcelintreport.shouldhaveunknownpathwhennullpathisset,0.0,0.0,0.0,0.0
37966,45.0_hbase,org.apache.hadoop.hbase.util.testorderedbytes.teststring,1.0,0.0,0.0,0.0
25003,4.0_hdoop,org.apache.hadoop.yarn.server.timeline.webapp.testtimelinewebservices.testgetentities,0.0,0.0,0.0,0.0
29337,4.0_hdoop,org.apache.hadoop.io.testmapfile.testreadergetclosest,0.0,1.0,0.0,0.0
35974,76.0_achilles,info.archinnov.achilles.internals.codegen.meta.entitymetacodegentest.should_fail_building_class_with_no_partition_key,1.0,0.0,0.0,0.0
14758,41.0_elastic-job-lite,io.elasticjob.lite.exception.exceptionutiltest.asserttransformwitherror,0.0,0.0,0.0,0.0
30810,4.0_hdoop,org.apache.hadoop.io.retry.testretryproxy.testtryoncethenfail,0.0,0.0,0.0,0.0
49534,5.0_jfreechart,org.jfree.chart.renderer.category.intervalbarrenderertest.testserialization,0.0,0.0,0.0,0.0
43193,17.0_fastjson,com.alibaba.json.bvt.bug.issue_for_oschina_3087749_2215732.test_for_issue,0.0,0.0,0.0,0.0
45673,71.0_spring-ws,org.springframework.ws.test.server.mockwebserviceclienttest.createserverapplicationcontextdefaults,0.0,0.0,0.0,0.0
17533,21.0_incubator-dubbo,org.apache.dubbo.rpc.filter.timeoutfiltertest.testinvokewithouttimeout,0.0,1.0,1.0,0.0
11282,69.0_search-highlighter,org.wikimedia.search.highlighter.experimental.hit.phrasehitenumwrappertest.largeandbasicspeedtest,1.0,0.0,0.0,0.0
15491,7.0_dnsjava,org.xbill.dns.addresstest.test_isdottedquad,0.0,0.0,0.0,0.0
8915,27.0_querydsl,com.querydsl.lucene3.luceneserializertest.between_does_not_find_results,0.0,0.0,0.0,0.0
16507,21.0_incubator-dubbo,org.apache.dubbo.common.extension.extensionloadertest.test_hasextension_wrapperisnotext,0.0,0.0,0.0,0.0
1784,29.0_c2mon,cern.c2mon.server.supervision.impl.supervisiontagnotifiertest.testnotifysubequipmentevent,0.0,0.0,0.0,0.0
